2024-04-19 20:44:11,372 INFO    StreamThr :134756 [internal.py:wandb_internal():86] W&B internal server running at pid: 134756, started at: 2024-04-19 20:44:11.371240
2024-04-19 20:44:11,373 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status
2024-04-19 20:44:11,375 INFO    WriterThread:134756 [datastore.py:open_for_write():87] open: C:\Users\Hayde\dev\RL-Rocket-League\wandb\run-20240419_204411-2g99u1uo\run-2g99u1uo.wandb
2024-04-19 20:44:11,376 DEBUG   SenderThread:134756 [sender.py:send():379] send: header
2024-04-19 20:44:11,419 DEBUG   SenderThread:134756 [sender.py:send():379] send: run
2024-04-19 20:44:11,881 INFO    SenderThread:134756 [dir_watcher.py:__init__():211] watching files in: C:\Users\Hayde\dev\RL-Rocket-League\wandb\run-20240419_204411-2g99u1uo\files
2024-04-19 20:44:11,881 INFO    SenderThread:134756 [sender.py:_start_run_threads():1124] run started: 2g99u1uo with start time 1713577451.372007
2024-04-19 20:44:11,893 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: check_version
2024-04-19 20:44:11,894 DEBUG   SenderThread:134756 [sender.py:send_request():406] send_request: check_version
2024-04-19 20:44:12,276 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: run_start
2024-04-19 20:44:12,306 DEBUG   HandlerThread:134756 [system_info.py:__init__():26] System info init
2024-04-19 20:44:12,306 DEBUG   HandlerThread:134756 [system_info.py:__init__():41] System info init done
2024-04-19 20:44:12,306 INFO    HandlerThread:134756 [system_monitor.py:start():194] Starting system monitor
2024-04-19 20:44:12,307 INFO    SystemMonitor:134756 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-19 20:44:12,307 INFO    HandlerThread:134756 [system_monitor.py:probe():214] Collecting system info
2024-04-19 20:44:12,329 INFO    SystemMonitor:134756 [interfaces.py:start():190] Started cpu monitoring
2024-04-19 20:44:12,330 INFO    SystemMonitor:134756 [interfaces.py:start():190] Started disk monitoring
2024-04-19 20:44:12,330 INFO    SystemMonitor:134756 [interfaces.py:start():190] Started gpu monitoring
2024-04-19 20:44:12,331 INFO    SystemMonitor:134756 [interfaces.py:start():190] Started memory monitoring
2024-04-19 20:44:12,346 INFO    SystemMonitor:134756 [interfaces.py:start():190] Started network monitoring
2024-04-19 20:44:12,346 DEBUG   HandlerThread:134756 [system_info.py:probe():150] Probing system
2024-04-19 20:44:12,347 DEBUG   HandlerThread:134756 [system_info.py:_probe_git():135] Probing git
2024-04-19 20:44:12,425 DEBUG   HandlerThread:134756 [system_info.py:_probe_git():143] Probing git done
2024-04-19 20:44:12,425 DEBUG   HandlerThread:134756 [system_info.py:probe():198] Probing system done
2024-04-19 20:44:12,425 DEBUG   HandlerThread:134756 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.9.19', 'heartbeatAt': '2024-04-20T01:44:12.346921', 'startedAt': '2024-04-20T01:44:11.364423', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'c:\\Users\\Hayde\\dev\\RL-Rocket-League\\example3.py', 'codePathLocal': 'example3.py', 'codePath': 'example3.py', 'git': {'remote': 'https://github.com/hxydxn/RL-Rocket-League.git', 'commit': 'b5c9c7cf83d67c66b54ad72dfc3e179257dfce27'}, 'email': 'haydenwarren2003@gmail.com', 'root': 'C:/Users/Hayde/dev/RL-Rocket-League', 'host': 'PCofChampions', 'username': 'Hayde', 'executable': 'C:\\Users\\Hayde\\miniconda3\\envs\\rl\\python.exe', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 3593.0, 'min': 0.0, 'max': 3593.0}, 'cpu_freq_per_core': [{'current': 3593.0, 'min': 0.0, 'max': 3593.0}], 'disk': {'/': {'total': 464.47069931030273, 'used': 451.24071884155273}}, 'gpu': 'NVIDIA GeForce GTX 1070 Ti', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1070 Ti', 'memory_total': 8589934592}], 'memory': {'total': 31.91360092163086}}
2024-04-19 20:44:12,425 INFO    HandlerThread:134756 [system_monitor.py:probe():224] Finished collecting system info
2024-04-19 20:44:12,425 INFO    HandlerThread:134756 [system_monitor.py:probe():227] Publishing system info
2024-04-19 20:44:12,425 DEBUG   HandlerThread:134756 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-04-19 20:44:12,886 INFO    Thread-16 :134756 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Hayde\dev\RL-Rocket-League\wandb\run-20240419_204411-2g99u1uo\files\conda-environment.yaml
2024-04-19 20:44:14,824 DEBUG   HandlerThread:134756 [system_info.py:_save_conda():222] Saving conda packages done
2024-04-19 20:44:14,825 INFO    HandlerThread:134756 [system_monitor.py:probe():229] Finished publishing system info
2024-04-19 20:44:14,830 DEBUG   SenderThread:134756 [sender.py:send():379] send: files
2024-04-19 20:44:14,830 INFO    SenderThread:134756 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-04-19 20:44:14,908 INFO    Thread-16 :134756 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Hayde\dev\RL-Rocket-League\wandb\run-20240419_204411-2g99u1uo\files\conda-environment.yaml
2024-04-19 20:44:14,909 INFO    Thread-16 :134756 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Hayde\dev\RL-Rocket-League\wandb\run-20240419_204411-2g99u1uo\files\wandb-metadata.json
2024-04-19 20:44:14,959 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: python_packages
2024-04-19 20:44:14,960 DEBUG   SenderThread:134756 [sender.py:send_request():406] send_request: python_packages
2024-04-19 20:44:14,960 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: stop_status
2024-04-19 20:44:14,961 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-19 20:44:14,961 DEBUG   SenderThread:134756 [sender.py:send_request():406] send_request: stop_status
2024-04-19 20:44:15,665 DEBUG   SenderThread:134756 [sender.py:send():379] send: telemetry
2024-04-19 20:44:15,930 INFO    Thread-16 :134756 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Hayde\dev\RL-Rocket-League\wandb\run-20240419_204411-2g99u1uo\files\requirements.txt
2024-04-19 20:44:15,931 INFO    Thread-16 :134756 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Hayde\dev\RL-Rocket-League\wandb\run-20240419_204411-2g99u1uo\files\output.log
2024-04-19 20:44:16,143 INFO    wandb-upload_0:134756 [upload_job.py:push():131] Uploaded file C:\Users\Hayde\AppData\Local\Temp\tmpe_ikro4gwandb\ersbvhae-wandb-metadata.json
2024-04-19 20:44:16,728 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status_report
2024-04-19 20:44:17,976 INFO    Thread-16 :134756 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Hayde\dev\RL-Rocket-League\wandb\run-20240419_204411-2g99u1uo\files\output.log
2024-04-19 20:44:21,788 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status_report
2024-04-19 20:44:26,831 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status_report
2024-04-19 20:44:29,977 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-19 20:44:29,977 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: stop_status
2024-04-19 20:44:29,978 DEBUG   SenderThread:134756 [sender.py:send_request():406] send_request: stop_status
2024-04-19 20:44:32,164 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status_report
2024-04-19 20:44:37,210 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status_report
2024-04-19 20:44:42,263 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status_report
2024-04-19 20:44:43,209 INFO    Thread-16 :134756 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Hayde\dev\RL-Rocket-League\wandb\run-20240419_204411-2g99u1uo\files\config.yaml
2024-04-19 20:44:44,982 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: stop_status
2024-04-19 20:44:44,982 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-19 20:44:44,983 DEBUG   SenderThread:134756 [sender.py:send_request():406] send_request: stop_status
2024-04-19 20:44:48,215 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status_report
2024-04-19 20:44:53,264 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status_report
2024-04-19 20:44:58,327 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status_report
2024-04-19 20:44:59,985 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-19 20:45:00,001 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: stop_status
2024-04-19 20:45:00,002 DEBUG   SenderThread:134756 [sender.py:send_request():406] send_request: stop_status
2024-04-19 20:45:04,187 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status_report
2024-04-19 20:45:09,235 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status_report
2024-04-19 20:45:12,359 DEBUG   SystemMonitor:134756 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-04-19 20:45:12,360 DEBUG   SenderThread:134756 [sender.py:send():379] send: stats
2024-04-19 20:45:14,370 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status_report
2024-04-19 20:45:14,991 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-19 20:45:15,022 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: stop_status
2024-04-19 20:45:15,022 DEBUG   SenderThread:134756 [sender.py:send_request():406] send_request: stop_status
2024-04-19 20:45:19,552 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status_report
2024-04-19 20:45:24,603 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status_report
2024-04-19 20:45:29,655 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status_report
2024-04-19 20:45:29,996 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-19 20:45:30,027 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: stop_status
2024-04-19 20:45:30,028 DEBUG   SenderThread:134756 [sender.py:send_request():406] send_request: stop_status
2024-04-19 20:45:35,204 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status_report
2024-04-19 20:45:40,238 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status_report
2024-04-19 20:45:42,360 DEBUG   SenderThread:134756 [sender.py:send():379] send: stats
2024-04-19 20:45:44,999 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-19 20:45:45,046 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: stop_status
2024-04-19 20:45:45,046 DEBUG   SenderThread:134756 [sender.py:send_request():406] send_request: stop_status
2024-04-19 20:45:46,226 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status_report
2024-04-19 20:45:51,273 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status_report
2024-04-19 20:45:56,326 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status_report
2024-04-19 20:46:00,001 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-19 20:46:00,062 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: stop_status
2024-04-19 20:46:00,063 DEBUG   SenderThread:134756 [sender.py:send_request():406] send_request: stop_status
2024-04-19 20:46:02,228 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status_report
2024-04-19 20:46:07,278 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status_report
2024-04-19 20:46:12,317 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status_report
2024-04-19 20:46:12,363 DEBUG   SenderThread:134756 [sender.py:send():379] send: stats
2024-04-19 20:46:15,013 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-19 20:46:15,076 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: stop_status
2024-04-19 20:46:15,077 DEBUG   SenderThread:134756 [sender.py:send_request():406] send_request: stop_status
2024-04-19 20:46:18,231 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status_report
2024-04-19 20:46:23,270 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status_report
2024-04-19 20:46:28,323 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status_report
2024-04-19 20:46:30,033 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-19 20:46:30,084 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: stop_status
2024-04-19 20:46:30,085 DEBUG   SenderThread:134756 [sender.py:send_request():406] send_request: stop_status
2024-04-19 20:46:34,242 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status_report
2024-04-19 20:46:39,295 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status_report
2024-04-19 20:46:42,366 DEBUG   SenderThread:134756 [sender.py:send():379] send: stats
2024-04-19 20:46:44,388 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status_report
2024-04-19 20:46:45,024 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-19 20:46:45,086 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: stop_status
2024-04-19 20:46:45,086 DEBUG   SenderThread:134756 [sender.py:send_request():406] send_request: stop_status
2024-04-19 20:46:50,260 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status_report
2024-04-19 20:46:55,314 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status_report
2024-04-19 20:47:00,026 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-19 20:47:00,087 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: stop_status
2024-04-19 20:47:00,087 DEBUG   SenderThread:134756 [sender.py:send_request():406] send_request: stop_status
2024-04-19 20:47:01,271 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status_report
2024-04-19 20:47:06,316 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status_report
2024-04-19 20:47:11,375 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status_report
2024-04-19 20:47:12,371 DEBUG   SenderThread:134756 [sender.py:send():379] send: stats
2024-04-19 20:47:15,014 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-19 20:47:15,091 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: stop_status
2024-04-19 20:47:15,092 DEBUG   SenderThread:134756 [sender.py:send_request():406] send_request: stop_status
2024-04-19 20:47:17,233 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status_report
2024-04-19 20:47:22,287 DEBUG   HandlerThread:134756 [handler.py:handle_request():146] handle_request: status_report
